pe_ref_in_enseigne,pe_id,p_id_cat
34190,652292,304D
31953,652356,
33915,652409,121D
34277,652471,3966F
34276,652472,3966F
34138,652509,2003E
34068,652510,288D
34091,652511,9F
15043,652575,
34142,652722,1103E
34137,652723,1471E
34136,652724,1471E
33805,652733,106F
33925,652734,287D
34221,653180,202D
4436,653181,301D
33911,653182,2153E
33892,653183,121D
34509,653184,227D
33418,653185,227D
34507,653186,225D
33419,653187,291D
33371,653188,235D
33372,653189,276D
33375,653190,276D
33376,653191,276D
33374,653192,276D
33373,653193,276D
32807,653194,304D
32562,653195,159D
32569,653196,1879E
34053,653197,291D
34055,653198,291D
34056,653199,277D
34054,653200,272D
34451,653201,2032E
33382,653202,3421F
34191,653203,304D
33970,653241,
34135,653309,3857F
33926,653326,302D
34143,653346,1103E
33959,653358,284D
33971,653375,
33986,653376,445E
33921,653377,486E
34220,653378,202D
34197,653382,304D
34125,653413,130D
34124,653414,129D
33914,653417,564D
33792,653418,495D
33966,653419,236D
34041,653437,
34045,653438,
34046,653439,
34047,653440,
34049,653441,
6976,653442,169D
34126,653443,1867E
9569,653444,
33796,653445,301D
33850,653446,3D
31999,653450,225D
33135,653453,348D
20643,653454,536D
29564,653668,273D
33963,653674,287D
33917,653695,2153E
33981,653748,1960E
34127,653762,359E
33898,653766,4249F
34200,653784,304D
34199,653785,304D
34144,653787,1566E
34146,653788,1566E
34145,653789,1566E
33593,653837,30D
20373,653839,2002E
34436,653840,1304E
34437,653841,1304E
34193,653842,304D
34170,653861,4149F
34177,653863,3389F
34201,653864,304D
34428,653865,433D
34633,653866,90D
33199,653868,202D
33200,653869,202D
33201,653870,202D
30423,653874,
33969,661781,
34198,661782,304D
33384,661808,202D
33385,661809,202D
23406,662083,298D
7593,662085,4086F
26523,662086,288D
34212,662185,3402F
34211,662186,3403F
34243,662286,155D
34202,662297,304D
34530,662299,225D
34651,662305,288D
33982,662308,12F
34426,662352,1295E
33644,662358,288D
33646,662359,295D
33643,662360,295D
33645,662361,291D
34210,662362,3394F
34209,662363,3401F
34208,662364,3407F
34207,662365,3406F
21673,662366,1495E
34639,662375,14D
34638,662376,14D
34178,662407,3389F
34330,662408,220D
34002,662424,450E
33838,662428,295D
33819,662429,64E
20415,662430,2002E
33041,662431,251D
32561,662504,3426F
33961,662517,304D
31002,662533,120D
33735,662547,
34171,662841,4149F
34196,662849,270D
34161,662875,1480E
34162,662876,1483E
34165,662877,4084F
33761,662881,4069F
34653,662886,
28002,662901,706E
31015,662906,4449F
33810,662916,3391F
34341,662917,
34424,662918,1874E
34534,662919,220D
34533,662920,549E
34529,662921,
34531,662922,224D
33529,662924,4248F
33817,662925,1479E
34240,662926,55D
34238,662927,55D
34237,662928,55D
34235,662929,55D
34233,662930,55D
28003,662931,1753F
24803,663014,122D
26262,663015,
33386,663026,202D
7829,663072,670F
33741,663139,304D
34059,663174,
34427,663211,1295E
34647,663212,
33603,663233,5E
32144,663239,706E
34660,663357,302D
29843,663392,2098E
34520,663415,1909E
33794,663425,1557E
34066,663435,706E
34546,663450,301D
34545,663451,301D
34544,663452,301D
34540,663453,301D
34542,663454,301D
34543,663455,301D
34194,663476,270D
33807,663505,71E
28357,663527,225D
33399,663541,534F
34067,663577,1742F
34160,663578,247D
34164,663579,1501E
34163,663580,1483E
34157,663581,120D
34156,663582,291D
34153,663583,290D
34155,663584,299D
34154,663585,299D
34158,663586,291D
34007,663595,1444E
33818,663596,64E
33816,663597,1444E
33814,663598,64E
33815,663599,3369F
33820,663600,1557E
33809,663601,3389F
33813,663602,3390F
34674,663710,211D
34159,663935,127D
34205,664012,4339F
29844,664034,2098E
33812,664052,3389F
10412,664053,295D
34195,664056,270D
33992,664061,1426E
34508,664062,227D
34336,664094,205D
34229,664137,2003E
34215,664195,277D
33994,664340,449E
34677,664373,236D
34676,664374,236D
34675,664375,277D
23766,664378,
19813,664404,
34669,664405,
33991,664414,1426E
34528,664507,
33998,664509,450E
20629,664536,
34429,664541,1317E
34001,664555,450E
971,664556,1742F
9107,664562,205D
34219,664708,1899E
33993,664778,445E
34250,664813,
20749,664814,218D
34547,664816,272D
34536,664817,270D
34548,664818,272D
34538,664819,2000E
34537,664820,2000E
34541,664821,3306F
34556,664822,291D
34555,664823,290D
34206,664825,193D
34409,664827,
26792,664828,304D
34501,664851,302D
34234,664909,55D
34227,664954,2003E
34717,664988,805E
33748,664989,
34718,665660,301D
34583,665661,
34582,665662,
34579,665663,
34574,665664,
34654,665665,
33749,665671,
34572,665672,
34562,665673,
34334,665674,
34668,665675,
34331,665676,
34573,665683,
34580,665684,
17214,665695,
34670,665696,301D
34671,665697,301D
34672,665698,301D
34567,665701,
34693,665808,4352F
34840,665809,185D
19569,665810,
34576,665811,
34571,665812,
34694,665813,168D
33960,665890,304D
34852,665902,
33756,665903,
34849,665910,276D
34850,665911,276D
33758,665912,
34593,665913,
34581,665914,
34578,665915,
34679,665948,3D
34684,665949,3D
34575,665959,
34932,665979,
34569,665988,
34931,665992,
34557,665993,
34927,665994,
34559,665995,
32262,666006,29D
34523,666049,
34570,666064,
34565,666065,
34564,666066,
34511,666067,
35146,666122,1528E
35147,666131,1492E
35148,666132,1492E
34855,666144,
35915,667865,445E
21036,667866,
28817,667882,3286F
34273,667883,4069F
35270,667884,658E
35267,667885,658E
35271,667888,288D
35116,667890,675F
34885,667892,
2482,667893,1566E
34777,667894,2059E
34634,667895,227D
34379,667896,1322E
33087,671951,
30976,671952,253D
24287,671953,3964F
34410,671954,
34504,671955,220D
34141,671957,14D
8661,671958,
33798,671959,3389F
33837,671960,271D
34716,671961,
34230,671962,2003E
34228,671963,2003E
34698,671964,
18026,671965,360E
34147,671966,2129E
34236,671967,55D
28001,671968,4489F
34148,671969,1525E
34332,671970,551E
34655,671971,4020F
24771,671972,
30548,671973,251D
34231,671974,2003E
33808,671975,68E
33282,671976,238D
34484,671977,3999F
34483,671978,3999F
34226,671979,
31017,671980,1743F
33990,671981,202D
34223,671982,
34218,671983,135D
34340,671984,
34248,671985,1868E
34042,671987,296D
34661,671989,205D
34662,671990,206D
34549,671991,
34485,671992,3998F
15651,671993,3999F
17844,671994,706E
21171,671995,295D
8390,671996,85D
31016,671997,1743F
20536,671998,4077F
34225,671999,
34006,672000,450E
15635,672001,301D
7828,672002,2155E
34448,672003,241D
34232,672004,354D
34691,672005,356E
34239,672006,55D
34665,672007,301D
34664,672008,301D
34663,672009,301D
9090,672010,301D
33976,672011,304D
34713,672012,648E
31602,672013,301D
34415,672014,
34705,672015,
34704,672016,
34692,672017,356E
34482,672018,3999F
32362,672019,39D
34247,672020,3964F
34706,672021,
34535,672022,
34558,672023,
30271,672024,224D
34666,672025,301D
34804,672026,237D
34288,672027,3998F
34422,672028,
34419,672029,
34420,672030,
32033,672031,4067F
973,672032,4445F
25966,672033,288D
31552,672034,4349F
22796,672035,4319F
20535,672036,1913E
34552,672037,289D
34712,672038,648E
34789,672039,298D
34222,672040,
28273,672041,202D
28274,672042,202D
11489,672043,273D
34805,672044,
34260,672045,348D
33265,672046,238D
34838,672047,3286F
12273,672048,3857F
34734,672049,301D
34506,672050,220D
34505,672051,220D
34462,672052,3998F
34551,672053,225D
33202,672054,304D
34123,672055,
10016,672056,661E
34249,672057,3937F
34259,672058,348D
13094,672059,1428E
19118,672060,299D
19187,672061,299D
30181,672062,
34224,672063,450E
34864,672064,301D
34730,672065,301D
34844,672066,90D
23360,672067,2112E
30449,672068,3998F
30450,672069,3964F
30451,672070,3998F
34489,672071,3998F
34293,672072,3999F
24146,672073,3998F
24166,672074,3998F
34282,672075,3999F
24231,672076,1876E
34279,672077,3998F
34292,672078,3964F
34291,672079,3964F
34290,672080,3964F
34416,672082,
34421,672083,
30452,672084,3998F
18506,672085,3998F
34457,672086,3998F
30429,672087,4004F
34455,672088,3998F
34839,672089,273D
34823,672090,445E
34709,672091,276D
34697,672092,558E
13466,672093,3999F
13077,672094,3999F
24842,672095,
34517,672096,227D
6824,672097,3964F
4114,672098,3999F
4104,672099,3999F
6820,672100,3999F
34612,672101,1483E
34611,672102,1483E
34610,672103,1483E
34609,672104,1483E
34841,672105,290D
34917,672106,4068F
34920,672107,4091F
34916,672108,4068F
34851,672109,290D
33703,672110,
34771,672111,55D
34770,672112,55D
34915,672113,4066F
33736,672114,
34908,672115,4066F
34909,672116,4091F
4111,672117,3998F
34561,672118,
34907,672119,659E
34913,672120,659E
24144,672121,3963F
34766,672122,55D
34299,672123,2148E
34464,672124,3998F
34281,672125,3998F
34490,672126,3998F
34487,672127,3965F
34479,672128,328E
34463,672129,3998F
34488,672130,3965F
34911,672131,4091F
33877,672132,304D
34910,672133,4068F
23131,672134,289D
22645,672135,288D
34769,672136,55D
34768,672137,55D
34765,672138,55D
34652,672139,
34919,672140,4091F
34253,672141,1896E
34498,672142,3998F
34469,672143,
34468,672144,
34466,672145,3963F
34460,672146,
34495,672147,3965F
34494,672148,3999F
24153,672149,3999F
13090,672150,3964F
24236,672151,3964F
34914,672152,247D
34251,672153,177D
18203,672154,301D
34417,672155,
34418,672156,
34928,672157,1908E
34554,672158,291D
34550,672159,120D
34553,672160,151D
34848,672161,2035E
34847,672162,2035E
34846,672163,2035E
34256,672164,4319F
34255,672165,4319F
34246,672166,1431E
33701,672167,
34929,672168,
34894,672169,
34261,672170,1566E
34254,672171,4319F
6817,672172,3964F
34458,672173,1876E
34499,672175,3998F
34496,672176,3963F
34470,672177,1868E
4131,672178,3999F
13523,672179,3999F
30454,672180,3998F
30453,672181,3998F
26078,672182,288D
6812,672183,3964F
34481,672184,3937F
24239,672185,3998F
24240,672186,3963F
13522,672187,3999F
30080,672188,289D
24029,672189,289D
34952,672190,136D
34257,672191,445E
34242,672192,155D
34471,672193,3998F
30443,672194,3999F
24151,672195,3999F
30445,672196,3998F
24149,672197,3998F
13129,672198,3999F
13130,672199,3999F
34461,672200,3939F
34497,672201,3963F
34456,672202,3998F
30455,672203,3999F
24156,672204,3998F
34480,672205,3998F
34491,672206,3964F
34774,672207,477D
34762,672208,511D
30832,672209,
34478,672210,3998F
34459,672211,
34767,672212,55D
14989,672213,4063F
34438,672214,1327E
15353,672215,3998F
30446,672216,3998F
34492,672217,328E
30434,672218,
34287,672219,3999F
34775,672220,477D
29773,672221,205D
22523,672222,352D
29755,672223,352D
32254,672225,205D
30689,672228,1471E
113,672229,207E
35009,672230,301D
27215,672231,3969F
27216,672232,3969F
27207,672233,206D
34477,672234,3998F
34476,672235,1876E
24167,672236,3998F
34493,672237,3999F
34486,672238,3997F
17310,672239,206D
34938,672240,288D
34937,672241,288D
35012,672242,205E
35014,672243,205E
29772,672244,352D
20406,672245,3857F
35013,672246,205E
34982,672247,1483E
34690,672248,1850E
34474,672249,3997F
31412,672250,301D
35029,672251,3406F
31998,672252,
34289,672253,4636F
34763,672254,511D
34736,672255,
34735,672256,291D
34732,672257,291D
34729,672258,291D
21823,672259,3998F
34475,672260,3999F
34298,672261,2148E
34300,672262,2148E
34297,672263,123D
34296,672264,123D
34295,672265,123D
34305,672266,206D
35007,672267,205E
2904,672268,307D
35006,672269,304D
34989,672270,304D
34865,672271,3965F
34467,672272,3963F
34465,672273,1876E
31410,672274,291D
31409,672275,291D
12067,672276,289D
606,672277,1417E
33053,672278,347D
32573,672279,3423F
12939,672280,1742F
11146,672281,706E
8974,672282,1753F
5823,672283,706E
24672,672284,4449F
8930,672285,4489F
32754,672286,1742F
23334,672287,1753F
34473,672288,1868E
34294,672289,3999F
24155,672290,
32574,672291,3406F
33881,672292,202D
23385,672293,706E
34941,672295,306D
34943,672296,306D
34990,672297,304D
34004,672298,450E
34005,672299,202D
34003,672300,450E
34940,672301,306D
34433,672302,1105E
12909,672303,
13480,672304,206D
32054,672305,206D
5620,672306,206D
4408,672307,206D
647,672308,436E
21485,672309,206D
30542,672310,706E
34945,672311,306D
21331,672312,206D
28099,672313,206D
34772,672314,55D
29771,672315,352D
2109,672316,4448F
34944,672317,288D
21128,672318,706E
660,672319,440E
13453,672320,3409F
28993,672321,3410F
1936,672322,3421F
3150,672323,3421F
19377,672324,3423F
19383,672325,3421F
30560,672326,205D
5010,672327,289D
34997,672328,288D
23618,672329,270D
20694,672330,236D
34993,672331,276D
32537,672332,3406F
35000,672333,2035E
34942,672334,306D
29940,672335,671F
32540,672336,3406F
14450,672337,202D
14449,672338,202D
30405,672339,202D
25628,672340,202D
30276,672341,205D
32817,672342,205D
32543,672343,3422F
32542,672344,3394F
32541,672345,3394F
10661,672346,4489F
32312,672347,203D
33784,672348,445E
34998,672349,288D
29939,672350,667F
35044,672351,1909E
19063,672352,202D
17330,672353,445E
31658,672354,202D
31659,672355,202D
15352,672356,3998F
33827,672357,304D
34432,672358,1105E
34637,672359,331D
33598,672360,1103E
34278,672361,3999F
35022,672362,274D
34646,672363,203D
34640,672364,1471E
34000,672365,437E
34921,672366,131D
34906,672367,135D
34904,672368,137D
34283,672369,180D
35028,672370,3406F
35015,672371,1429E
4125,672372,3999F
34615,672373,284D
25513,672374,450E
25512,672375,450E
30906,672376,3504F
30908,672377,3504F
6155,672378,1535E
198,672379,4349F
30483,672380,3502F
30485,672381,3502F
32259,672382,154D
19356,672383,155D
30491,672384,4349F
30494,672385,3502F
30479,672386,4348F
30486,672387,3502F
30487,672388,3502F
30484,672389,3502F
30493,672390,3502F
30481,672391,4372F
600,672392,349D
30482,672393,4348F
30488,672394,4372F
34738,672395,
14626,672396,450E
30962,672397,449E
19821,672398,224D
34842,672399,
15290,672400,4349F
22698,672401,349D
30492,672402,4349F
7042,672403,3502F
33786,672404,450E
33995,672405,449E
34393,672406,3132F
35016,672407,352E
21503,672408,450E
34392,672409,3132F
24372,672410,3999F
34434,672411,1103E
34435,672412,1103E
33999,672413,347D
34903,672414,132D
34472,672415,3964F
34355,672416,1103E
34946,672417,291D
35017,672418,352E
34834,672419,1417E
35064,672420,3965F
35032,672421,1379E
34996,672422,288D
34412,672423,
35018,672424,3286F
34752,672425,1790E
34984,672426,2030E
34983,672427,2032E
35010,672428,1367E
34444,672429,1566E
34356,672430,14D
32500,672431,566F
5245,672432,1481E
32781,672433,1484E
20132,672434,253D
982,672435,253D
31534,672436,728E
1004,672437,247D
28926,672438,1541E
14708,672439,1947E
442,672440,578D
7276,672441,247D
21512,672442,1498E
29582,672443,1502E
29852,672444,253D
13430,672445,253D
31871,672446,247D
31872,672447,247D
20059,672448,1498E
7598,672449,122D
24293,672450,620F
5013,672451,253D
10729,672452,247D
27989,672454,251D
30309,672455,3998F
16122,672456,251D
21540,672457,1498E
34608,672458,1483E
19638,672459,1498E
33398,672460,2011E
24079,672461,4487F
32016,672463,253D
23937,672464,450E
35005,672465,306D
34358,672466,1103E
34121,672467,551E
20072,672468,445E
20184,672469,1494E
8926,672470,1494E
14901,672471,1490E
6517,672472,
34440,672473,431D
6268,672474,1480E
34995,672475,288D
14462,672476,350D
3035,672477,1492E
34954,672478,4395F
34678,672479,611E
3084,672480,1492E
770,672481,1500E
8697,672482,1515E
20305,672483,2111E
23449,672484,2112E
7444,672485,2112E
16431,672486,122D
24815,672487,2112E
7449,672488,2112E
11003,672489,2112E
2974,672490,2112E
23212,672491,2112E
6858,672492,2113E
23218,672493,2110E
3688,672494,4387F
23211,672495,2112E
24969,672496,1483E
31313,672497,1500E
4102,672498,2117E
21539,672499,1498E
34395,672500,3132F
34999,672501,648E
32237,672502,296D
24817,672503,2112E
34987,672504,238D
34266,672505,232D
34263,672506,2034F
34264,672507,2033F
34265,672508,232D
35002,672509,2030E
19624,672510,1512E
34796,672511,2002E
34262,672512,270D
19068,672513,450E
34304,672514,449E
8665,672515,284D
35049,672516,220D
34118,672517,551E
35030,672518,151D
25342,672519,1428E
35037,672520,1942E
35046,672521,224D
35047,672522,551E
34902,672523,
34905,672524,
18492,672525,3998F
34061,672526,
34441,672527,
30337,672528,1501E
34270,672529,1487E
35100,672530,3998F
34245,672531,4329F
34394,672532,3132F
34446,672533,1026E
34445,672534,1026E
34244,672535,4329F
34351,672536,139E
34683,672537,301D
34843,672538,
35094,672539,4043F
16492,672540,136D
6049,672541,122D
34272,672542,663E
34809,672543,1429E
34617,672544,288D
34618,672545,288D
34267,672546,276D
34268,672547,276D
34269,672548,276D
34532,672549,445E
35102,672550,
34988,672551,611E
29958,672552,
34353,672553,1103E
34933,672554,301D
34284,672555,3421F
26055,672556,4335F
4668,672557,1913E
11506,672558,658E
20330,672559,4073F
20190,672560,659E
29092,672561,659E
17712,672562,664E
8424,672563,180D
28569,672564,4334F
30909,672565,4335F
31127,672566,4080F
16922,672567,658E
30883,672568,658E
6033,672569,4073F
32052,672570,4335F
34443,672571,431D
20228,672572,4389F
20726,672573,4073F
30588,672574,
19357,672575,4334F
30591,672576,4077F
31295,672577,4080F
35066,672578,3999F
26491,672579,4077F
32019,672580,4077F
32018,672581,4077F
11477,672582,4399F
32032,672583,4073F
32031,672584,4073F
32027,672585,4075F
32026,672586,4075F
29195,672587,1364E
17780,672588,
25652,672589,4091F
27587,672590,4333F
26878,672591,177D
7535,672592,4509F
32021,672593,4077F
24785,672594,4080F
11480,672595,272D
9161,672596,277D
5034,672597,272D
15615,672598,347D
3456,672599,131D
22789,672600,138D
3461,672601,137D
12521,672603,2153E
8396,672604,3966F
171,672605,3376F
24248,672606,276D
14556,672607,336D
5542,672608,120D
19214,672609,135D
28424,672610,307D
5377,672611,287D
5378,672612,287D
19423,672613,359E
12754,672614,279D
1123,672615,279D
11828,672616,359E
13281,672617,129D
12684,672618,284D
28351,672619,1548E
28337,672620,3373F
12680,672621,284D
20878,672622,4635F
28503,672623,270D
28502,672624,238D
28504,672625,270D
13234,672626,129D
13245,672627,129D
13329,672628,129D
21282,672629,272D
29187,672630,120D
26601,672631,411F
26801,672632,120D
7191,672633,1949E
29656,672634,273D
29202,672635,1447E
24804,672636,2148E
14493,672637,301D
30538,672638,270D
26993,672639,138D
24806,672640,2148E
34439,672641,431D
12835,672642,304D
35075,672643,14D
21571,672644,277D
26995,672645,120D
35004,672646,2030E
34335,672647,205D
7114,672648,4635F
35117,672649,136D
16836,672650,2161E
25534,672651,275D
35026,672652,1447E
24152,672653,3999F
13108,672654,328E
3123,672655,4120F
29222,672656,2148E
25476,672657,9F
9150,672658,9F
18728,672659,805E
