categorieenseigne;prixproduit;identifiantproduit;ean;disponible
Accueil|Boissons|Eaux et Laits;0.52;29771;;1
Accueil|Boissons|Eaux et Laits;0.67;4664;;0
Accueil|Boissons|Eaux et Laits;3.28;25517;;1
Accueil|Boissons|Eaux et Laits;0.65;4665;;1
Accueil|Boissons|Eaux et Laits;2.29;35035;;1
Accueil|Boissons|Eaux et Laits;0.69;20069;;1
Accueil|Boissons|Eaux et Laits;0.7;29776;;1
Accueil|Boissons|Eaux et Laits;7.56;24672;;1
Accueil|Boissons|Eaux et Laits;9.72;49700;;1
Accueil|Boissons|Eaux et Laits;4.8;2750;;1
Accueil|Boissons|Eaux et Laits;5.22;2619;;1
Accueil|Boissons|Eaux et Laits;4.17;2617;;1
Accueil|Boissons|Eaux et Laits;0.93;10984;;1
Accueil|Boissons|Eaux et Laits;0.74;30042;;1
Accueil|Boissons|Eaux et Laits;6.73;82436;;1
Accueil|Boissons|Eaux et Laits;5.33;2760;;1
Accueil|Boissons|Eaux et Laits;4.8;2613;;1
Accueil|Boissons|Eaux et Laits;3.46;2614;;1
Accueil|Boissons|Eaux et Laits;4.32;2612;;1
Accueil|Boissons|Eaux et Laits;3.36;5823;;1
Accueil|Boissons|Eaux et Laits;7.59;2759;;1
Accueil|Boissons|Eaux et Laits;6.12;2749;;1
Accueil|Boissons|Eaux et Laits;0.85;30043;;1
Accueil|Boissons|Eaux et Laits;1.02;966;;1
Accueil|Boissons|Eaux et Laits;5.4;2616;;1
Accueil|Boissons|Eaux et Laits;0.9;2108;;1
Accueil|Boissons|Eaux et Laits;9.48;2618;;1
Accueil|Boissons|Eaux et Laits;2.48;45244;;1
Accueil|Boissons|Eaux et Laits;1.8;42563;;1
Accueil|Boissons|Eaux et Laits;2.78;45245;;1
Accueil|Boissons|Eaux et Laits;2.01;60171;;1
Accueil|Boissons|Eaux et Laits;2.24;60165;;1
Accueil|Boissons|Eaux et Laits;1.67;24363;;1
Accueil|Boissons|Eaux et Laits;8.16;2751;;1
Accueil|Boissons|Eaux et Laits;2.02;2224;;1
Accueil|Boissons|Eaux et Laits;2.16;27172;;1
Accueil|Boissons|Eaux et Laits;4.27;970;;1
Accueil|Boissons|Eaux et Laits;1.95;6188;;1
Accueil|Boissons|Eaux et Laits;1.67;29861;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.02;60962;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.36;39619;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.87;20496;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.64;14451;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.59;1975;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.89;49880;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.93;14295;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.94;60961;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.94;82332;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.96;63829;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.12;39615;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.87;6446;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.53;3316;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.56;592;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.89;49881;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.23;33881;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.76;28495;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.66;53220;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;3.28;20720;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.26;12391;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.99;595;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.61;31660;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.99;14296;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.41;20717;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.99;596;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.92;31662;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.76;53224;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.99;594;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.63;31659;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.71;30405;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.99;31715;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.99;63744;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.14;25246;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.41;19023;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.87;39857;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.65;591;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.59;6520;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.45;14452;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.24;3570;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.33;52540;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.76;28273;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.74;53228;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.99;39856;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.16;48310;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.6;63828;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.89;19022;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.82;589;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.27;48311;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.9;50485;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.76;28274;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.85;53975;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.26;32339;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.82;31658;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.57;41910;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.76;28557;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.64;25303;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.49;53222;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.14;593;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.99;14447;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.89;49882;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.62;25299;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.36;25626;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.86;25301;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.69;52108;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.66;25628;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.85;20718;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.04;19061;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;1.85;17421;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;2.09;20674;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;3.48;36479;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;3.66;36480;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;3.66;36482;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Sirops;3.66;36481;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;0.93;88414;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;0.93;88418;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;2.0;85737;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.97;85736;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.5;85241;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.38;85239;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.52;85236;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.46;78977;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.65;62569;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.43;48645;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.29;49287;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.36;1984;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.07;3311;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.1;37842;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;0.85;31731;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.4;37262;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;2.0;689;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.77;12451;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.3;60970;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.3;5095;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.59;32550;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Thés glacés;1.95;69707;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.59;34004;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.65;82240;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.31;34003;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.64;82242;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.88;82247;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.88;82246;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.99;82245;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.77;48027;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.5;62455;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.47;25513;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.13;2172;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.35;1782;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.46;31727;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.49;12468;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.47;31726;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.49;32326;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.69;18061;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.08;36476;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.41;14631;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.09;36477;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.42;15087;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.26;52593;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.26;52594;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.12;57275;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.68;41553;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.82;25524;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.63;25525;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;3.1;63762;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.44;49997;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;4.52;50000;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.64;25527;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.66;41556;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.3;63761;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;3.1;63765;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.38;49998;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.63;15807;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;3.15;63768;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.56;14626;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.12;35185;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.04;44081;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;2.81;30153;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.05;30150;;1
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.14;30154;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.07;44082;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.09;35186;;0
Accueil|Boissons|Sirops et Boissons aux fruits|Boissons aux fruits;1.57;25614;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.59;34004;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.65;82240;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.31;34003;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.64;82242;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.88;82247;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.88;82246;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;82245;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.77;48027;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.5;62455;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.47;25513;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.13;2172;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.35;1782;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.46;31727;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.49;12468;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.47;31726;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.49;32326;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.69;18061;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.08;36476;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.41;14631;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.09;36477;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.42;15087;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.26;52593;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.26;52594;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.12;57275;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.68;41553;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.82;25524;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.63;25525;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.1;63762;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.44;49997;;0
Accueil|Boissons|Sirops et Boissons aux fruits;4.52;50000;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.64;25527;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.66;41556;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.3;63761;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.1;63765;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.38;49998;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.63;15807;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.15;63768;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.56;14626;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.12;35185;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.04;44081;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.81;30153;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.05;30150;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.14;30154;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.07;44082;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.09;35186;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.57;25614;;1
Accueil|Boissons|Sirops et Boissons aux fruits;0.93;88414;;1
Accueil|Boissons|Sirops et Boissons aux fruits;0.93;88418;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.0;85737;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.97;85736;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.5;85241;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.38;85239;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.52;85236;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.46;78977;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.65;62569;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.43;48645;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.29;49287;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.36;1984;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.07;3311;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.1;37842;;1
Accueil|Boissons|Sirops et Boissons aux fruits;0.85;31731;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.4;37262;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.0;689;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.77;12451;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.3;60970;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.3;5095;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.59;32550;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.95;69707;;0
Accueil|Boissons|Sirops et Boissons aux fruits;2.02;60962;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.36;39619;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.87;20496;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.64;14451;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.59;1975;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.89;49880;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.93;14295;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.94;60961;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.94;82332;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.96;63829;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.12;39615;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.87;6446;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.53;3316;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.56;592;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.89;49881;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.23;33881;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.76;28495;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.66;53220;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.28;20720;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.26;12391;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;595;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.61;31660;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;14296;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.41;20717;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;596;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.92;31662;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.76;53224;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;594;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.63;31659;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.71;30405;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;31715;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.99;63744;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.14;25246;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.41;19023;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.87;39857;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.65;591;;0
Accueil|Boissons|Sirops et Boissons aux fruits;1.59;6520;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.45;14452;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.24;3570;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.33;52540;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.76;28273;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.74;53228;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;39856;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.16;48310;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.6;63828;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.89;19022;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.82;589;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.27;48311;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.9;50485;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.76;28274;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.85;53975;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.26;32339;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.82;31658;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.57;41910;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.76;28557;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.64;25303;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.49;53222;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.14;593;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.99;14447;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.89;49882;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.62;25299;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.36;25626;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.86;25301;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.69;52108;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.66;25628;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.85;20718;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.04;19061;;1
Accueil|Boissons|Sirops et Boissons aux fruits;1.85;17421;;1
Accueil|Boissons|Sirops et Boissons aux fruits;2.09;20674;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.48;36479;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.66;36480;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.66;36482;;1
Accueil|Boissons|Sirops et Boissons aux fruits;3.66;36481;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Infusions;2.61;7574;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Infusions;1.74;7575;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Infusions;2.3;65338;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;2.15;59564;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;2.15;59563;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;2.15;59562;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;0.85;33309;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;1.1;58629;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;0.85;3617;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;0.96;58628;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;1.02;62195;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;0.99;19202;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;1.25;42978;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;1.2;69002;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;0.89;31526;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;0.89;54493;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;2.15;45222;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;2.58;45225;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Galettes de riz et maïs;1.67;6044;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;3.19;33206;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;3.3;30573;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;4.69;25465;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;1.63;36726;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;1.48;36718;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;1.37;23223;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;1.3;23224;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Edulcorants;2.18;19275;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Barres de céréales;1.81;2179;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Barres de céréales;1.76;19435;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Barres de céréales;1.78;27576;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Barres de céréales;1.42;1847;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Barres de céréales;1.8;39534;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Desserts;3.02;2505;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Desserts;3.47;2506;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;5.88;46042;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;5.87;46044;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;5.87;46043;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.76;2951;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.23;2503;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.15;2950;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.32;2931;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.15;2509;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.15;2511;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.45;2929;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.58;56444;;1
Accueil|Epicerie sucrée|Diététique et Allégé|Biscuits;1.15;2930;;1
